Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2015-01-02,96.62,96.95,94.11,95.03,2473554.0,0.0,1.0,47.946588607664005,48.110347397153994,46.701029330027,47.157568985575,4947108.0
2015-01-05,94.56,94.55,93.13,93.5,3429806.0,0.0,1.0,46.924336770241005,46.919374382681,46.214715349118,46.398323688849004,6859612.0
2015-01-06,93.5,94.15,92.07,92.95,3772671.0,0.0,1.0,46.398323688849004,46.720878880269005,45.688702267725,46.125392373032,7545342.0
2015-01-08,95.87,97.1,95.62,97.06,2987307.0,0.0,1.0,47.574409540641,48.184783210559,47.45034985163299,48.164933660317004,5974614.0
2015-01-12,95.95,96.52,95.23,95.86,2801385.0,0.0,1.0,47.614108641124,47.89696473206101,47.256816736782,47.569447153081,5602770.0
2015-01-13,96.36,97.45,94.63,95.01,3077473.0,0.0,1.0,47.817566531096,48.358466775169,46.959073483163,47.147644210455,6154946.0
2015-01-14,93.38,94.37,92.91,93.71,3312174.0,0.0,1.0,46.338775038125,46.830051406595004,46.105542822791,46.502533827615004,6624348.0
2015-01-15,94.58,94.68,92.57,92.81,2105005.0,0.0,1.0,46.934261545362,46.983885420965,45.936821645741,46.055918947188,4210010.0
2015-01-20,93.57,93.89,92.62,93.61,4369988.0,0.0,1.0,46.433060401771,46.591856803701,45.961633583542,46.45290995201199,8739976.0
2015-01-21,93.41,94.13,93.01,93.51,2892680.0,0.0,1.0,46.353662200806,46.710954105148,46.155166698394005,46.403286076408996,5785360.0
2015-01-22,94.35,96.11,93.56,95.85,3457679.0,0.0,1.0,46.820126631475,47.693506842088006,46.428098014210995,47.56448476552,6915358.0
2015-01-23,96.14,96.75,95.65,96.16,3379910.0,0.0,1.0,47.708394004769,48.011099645948,47.465237014314006,47.718318779890005,6759820.0
2015-01-26,96.0,96.465,95.55,96.35,2481990.0,0.0,1.0,47.638920578925,47.869671600479,47.415613138711,47.81260414353599,4963980.0
2015-01-28,95.07,95.32,93.25,93.31,3176924.0,0.0,1.0,47.177418535817004,47.301478224824,46.274263999841004,46.304038325203,6353848.0
2015-01-29,93.84,94.87,93.17,94.87,3377832.0,0.0,1.0,46.567044865899,47.078170784611,46.234564899359,47.078170784611,6755664.0
2015-01-30,93.98,94.36,92.1,92.25,3720394.0,0.0,1.0,46.636518291743,46.825089019035,45.703589430406,45.778025243810994,7440788.0
2015-02-02,92.68,92.69,90.77,91.92,4004854.0,0.0,1.0,45.991407908904,45.99637029646401,45.043591884886,45.614266454321005,8009708.0
2015-02-03,92.42,93.39,92.03,93.35,3954086.0,0.0,1.0,45.862385832335995,46.343737425685994,45.668852717484,46.323887875444,7908172.0
2015-02-04,92.77,93.27,92.27,92.54,3586682.0,0.0,1.0,46.036069396947,46.284188774962,45.787950018931,45.92193448306,7173364.0
2015-02-05,92.88,93.59,92.56,93.34,2871747.0,0.0,1.0,46.090655660109995,46.442985176892,45.93185925818,46.318925487883995,5743494.0
2015-02-06,93.4,93.47,91.54,91.79,3682606.0,0.0,1.0,46.348699813246,46.383436526168005,45.425695727029,45.549755416036994,7365212.0
2015-02-09,91.59,91.7,90.6901,91.17,3658077.0,0.0,1.0,45.450507664831,45.505093927994004,45.003942408279,45.242087387298,7316154.0
2015-02-10,91.3,93.1,91.22,92.75,3828312.0,0.0,1.0,45.306598425581996,46.199828186436996,45.266899325099004,46.026144621826,7656624.0
2015-02-11,92.5,92.75,90.95,91.31,4237934.0,0.0,1.0,45.902084932818,46.026144621826,45.132914860971006,45.311560813142,8475868.0
2015-02-12,91.46,92.66,90.8,92.0,5918653.0,0.0,1.0,45.385996626547005,45.981483133782994,45.058479047567,45.653965554803,11837306.0
2015-02-13,92.02,92.57,91.9,92.04,3844247.0,0.0,1.0,45.663890329924,45.936821645741,45.6043416792,45.673815105044,7688494.0
2015-02-17,91.93,92.9,91.72,91.86,3677685.0,0.0,1.0,45.619228841881,46.100580435231,45.515018703115,45.584492128959,7355370.0
2015-02-18,91.54,93.765,91.43,93.62,3826675.0,0.0,1.0,45.425695727029,46.529826959196996,45.371109463866,46.457872339573,7653350.0
2015-02-19,93.58,94.26,93.48,93.7,3295503.0,0.0,1.0,46.438022789331,46.775465143431994,46.388398913728,46.497571440055,6591006.0
2015-02-20,93.63,95.29,93.35,94.93,3678186.0,0.0,1.0,46.462834727133,47.286591062143,46.323887875444,47.107945109972,7356372.0
2015-02-23,94.99,95.23,94.28,95.01,2305933.0,0.0,1.0,47.137719435334,47.256816736782,46.785389918553,47.147644210455,4611866.0
2015-02-24,94.75,95.54,94.75,95.42,2619714.0,0.0,1.0,47.01862213388699,47.410650751150996,47.01862213388699,47.351102100427,5239428.0
2015-02-25,95.42,97.2,95.42,96.82,3515932.0,0.0,1.0,47.351102100427,48.234407086162,47.351102100427,48.04583635887,7031864.0
2015-02-26,96.66,97.33,96.65,96.99,2959841.0,0.0,1.0,47.966438157904996,48.298918124446004,47.961475770345004,48.130196947395,5919682.0
2015-02-27,96.95,97.405,96.63,97.12,3544383.0,0.0,1.0,48.110347397153994,48.336136031148,47.951550995224,48.194707985678995,7088766.0
2015-03-02,96.89,98.86,96.75,98.75,5510367.0,0.0,1.0,48.080573071792,49.058163421172,48.011099645948,49.003577158009,11020734.0
2015-03-03,98.44,98.47,97.12,97.97,3494333.0,0.0,1.0,48.849743143639,48.86463030632,48.194707985678995,48.616510928305,6988666.0
2015-03-04,97.67,97.87,96.96,97.52,2421027.0,0.0,1.0,48.467639301496,48.566887052702,48.115309784714,48.393203488091004,4842054.0
2015-03-05,97.96,98.68,97.79,98.46,3316847.0,0.0,1.0,48.611548540745,48.968840445087004,48.527187952220004,48.859667918759996,6633694.0
2015-03-06,98.46,98.69,96.6,96.91,3587348.0,0.0,1.0,48.859667918759996,48.973802832646996,47.936663832543005,48.090497846913,7174696.0
2015-03-09,97.09,97.82,96.94,97.43,2969434.0,0.0,1.0,48.179820822997996,48.5420751149,48.105385009594,48.348542000049,5938868.0
2015-03-10,96.42,96.9701,96.25,96.51,3547993.0,0.0,1.0,47.847340856458,48.120321796149994,47.762980267932996,47.892002344501,7095986.0
2015-03-11,96.38,97.08,95.18,95.34,3726346.0,0.0,1.0,47.827491306217006,48.174858435438004,47.23200479898,47.311402999945,7452692.0
2015-03-12,95.5,97.1,95.38,97.04,2874310.0,0.0,1.0,47.39080120091,48.184783210559,47.33125255018601,48.155008885197,5748620.0
2015-03-13,97.04,97.48,95.3,95.81,3637332.0,0.0,1.0,48.155008885197,48.37335393785,47.291553449704,47.544635215278994,7274664.0
2015-03-16,96.2,96.8,95.93,96.44,4191031.0,0.0,1.0,47.738168330130996,48.035911583749,47.604183866003,47.857265631577995,8382062.0
2015-03-17,96.14,96.78,95.51,96.54,3179934.0,0.0,1.0,47.708394004769,48.025986808629,47.395763588470004,47.906889507181994,6359868.0
2015-03-18,96.54,97.87,95.61,97.51,4387512.0,0.0,1.0,47.906889507181994,48.566887052702,47.445387464073,48.388241100531,8775024.0
2015-03-19,97.81,98.62,97.21,98.32,5484784.0,0.0,1.0,48.53711272734,48.939066119725,48.239369473722,48.790194492916,10969568.0
2015-03-20,102.63,103.79,101.25,101.98,14765824.0,0.0,1.0,50.928983531407006,51.504620488402004,50.244174048085,50.606428339987005,29531648.0
2015-03-23,101.55,102.6,101.2,101.46,4876588.0,0.0,1.0,50.393045674894,50.91409636872599,50.219362110283,50.34838418685099,9753176.0
2015-03-24,101.05,101.66,100.6,100.65,3785508.0,0.0,1.0,50.14492629687899,50.447631938058,49.921618856665,49.946430794467,7571016.0
2015-03-25,101.0,101.18,98.94,98.99,3838849.0,0.0,1.0,50.12011435907699,50.209437335163,49.097862521654996,49.12267445945599,7677698.0
2015-03-26,98.34,100.09,97.67,99.33,4729655.0,0.0,1.0,48.800119268036006,49.66853709109,48.467639301496,49.291395636507,9459310.0
2015-03-27,99.12,100.18,99.12,99.88,2180851.0,0.0,1.0,49.18718549774,49.713198579132005,49.18718549774,49.564326952323,4361702.0
2015-03-30,101.23,101.55,100.54,100.89,2704400.0,0.0,1.0,50.234249272964,50.393045674894,49.89184453130299,50.065528095914004,5408800.0
2015-03-31,100.88,101.84,100.29,100.33,3148407.0,0.0,1.0,50.060565708354,50.536954914143,49.767784842296,49.787634392537,6296814.0
2015-04-01,100.0,100.28,98.34,99.55,3287944.0,0.0,1.0,49.623875603047,49.762822454735,48.800119268036006,49.400568162833004,6575888.0
2015-04-02,100.04,100.32,99.3906,99.66,1913221.0,0.0,1.0,49.643725153288,49.782672004976995,49.321467705122004,49.455154425997,3826442.0
2015-04-06,98.75,100.63,98.55,99.73,2513707.0,0.0,1.0,49.003577158009,49.936506019346,48.904329406803,49.489891138919,5027414.0
2015-04-07,99.73,100.26,99.47,99.61,1988371.0,0.0,1.0,49.489891138919,49.752897679615,49.360869062351,49.430342488195,3976742.0
2015-04-08,100.0,100.97,99.72,100.84,3236574.0,0.0,1.0,49.623875603047,50.105227196396,49.484928751358005,50.040716158113,6473148.0
2015-04-09,101.0,101.69,100.6,100.72,2637723.0,0.0,1.0,50.12011435907699,50.462519100738,49.921618856665,49.981167507389,5275446.0
2015-04-10,100.92,101.08,99.93,99.97,2954863.0,0.0,1.0,50.080415258594996,50.15981345955999,49.589138890125,49.608988440366,5909726.0
2015-04-13,99.97,100.06,99.06,99.27,3624207.0,0.0,1.0,49.608988440366,49.653649928409,49.157411172378,49.261621311145,7248414.0
2015-04-14,99.06,99.81,98.7,99.53,2381351.0,0.0,1.0,49.157411172378,49.529590239400996,48.978765220207,49.390643387713006,4762702.0
2015-04-15,100.63,100.73,99.73,99.83,2849856.0,0.0,1.0,49.936506019346,49.986129894948995,49.489891138919,49.539515014522,5699712.0
2015-04-16,99.49,100.17,99.4,99.9,2027861.0,0.0,1.0,49.370793837471,49.708236191572,49.326132349428995,49.574251727444,4055722.0
2015-04-17,99.17,99.37,98.14,98.55,3007025.0,0.0,1.0,49.211997435542,49.311245186747996,48.70087151683,48.904329406803,6014050.0
2015-04-20,99.08,100.34,99.02,99.99,3100532.0,0.0,1.0,49.167335947499,49.792596780097,49.137561622137,49.618913215487005,6201064.0
2015-04-21,100.76,100.85,99.72,100.29,2531887.0,0.0,1.0,50.001017057629994,50.045678545673,49.484928751358005,49.767784842296,5063774.0
2015-04-22,100.3,100.39,99.29,100.15,1944039.0,0.0,1.0,49.772747229856,49.817408717899,49.271546086265005,49.698311416451,3888078.0
2015-04-23,99.78,101.6,99.45,101.11,2329703.0,0.0,1.0,49.51470307672,50.417857612696,49.35094428722999,50.174700622241,4659406.0
2015-04-24,100.46,101.28,100.21,100.95,2119451.0,0.0,1.0,49.852145430821,50.259061210766,49.728085741813004,50.095302421275996,4238902.0
2015-04-27,101.27,102.0,100.77,100.94,2564462.0,0.0,1.0,50.25409882320599,50.616353115108005,50.00597944519,50.090340033716004,5128924.0
2015-04-28,100.8,100.8,99.1903,99.86,2999347.0,0.0,1.0,50.020866607871,50.020866607871,49.222071082289,49.554402177202995,5998694.0
2015-04-29,99.53,100.49,99.26,100.17,2643545.0,0.0,1.0,49.390643387713006,49.867032593501996,49.256658923584006,49.708236191572,5287090.0
2015-04-30,99.75,100.51,98.46,98.84,3200112.0,0.0,1.0,49.499815914039004,49.876957368622,48.859667918759996,49.048238646052,6400224.0
2015-05-01,99.88,100.82,99.41,100.78,3335865.0,0.0,1.0,49.564326952323,50.030791382992,49.331094736989,50.010941832750994,6671730.0
2015-05-04,101.0,101.2,100.4845,100.83,2278890.0,0.0,1.0,50.12011435907699,50.219362110283,49.864303280344,50.035753770552,4557780.0
2015-05-05,100.43,100.87,100.26,100.42,2552252.0,0.0,1.0,49.837258268140005,50.055603320793,49.752897679615,49.83229588058,5104504.0
2015-05-06,100.27,101.0,99.68,100.22,2697950.0,0.0,1.0,49.757860067174995,50.12011435907699,49.465079201117,49.733048129374,5395900.0
2015-05-07,100.45,101.59,100.015,101.45,2763164.0,0.0,1.0,49.847183043261005,50.412895225135,49.631319184386996,50.343421799291,5526328.0
2015-05-08,102.29,103.3,102.29,102.44,2767371.0,0.0,1.0,50.760262354357,51.261463497947,50.760262354357,50.834698167761005,5534742.0
2015-05-11,102.42,103.22,102.09,102.79,2668832.0,0.0,1.0,50.824773392641,51.221764397465,50.661014603150996,51.008381732372,5337664.0
2015-05-12,101.98,102.69,101.6,102.37,2338220.0,0.0,1.0,50.606428339987005,50.958757856769,50.417857612696,50.799961454839,4676440.0
2015-05-13,102.69,102.73,101.79,102.16,2238749.0,0.0,1.0,50.958757856769,50.97860740701,50.512142976340996,50.695751316073,4477498.0
2015-05-14,102.94,103.505,102.31,103.44,2716427.0,0.0,1.0,51.082817545775995,51.363192442934,50.770187129476994,51.330936923792,5432854.0
2015-05-15,103.65,105.03,103.37,104.98,3919521.0,0.0,1.0,51.435147062558,52.11995654588,51.29620021087,52.095144608079,7839042.0
2015-05-18,105.11,105.5,104.42,104.75,2521360.0,0.0,1.0,52.159655646363,52.353188761215,51.81725090470199,51.981009694192,5042720.0
2015-05-19,104.62,105.1799,104.35,104.64,2984223.0,0.0,1.0,51.916498655908,52.194342735409,51.782514191779,51.926423431028006,5968446.0
2015-05-20,104.92,105.15,104.21,104.61,2379521.0,0.0,1.0,52.065370282717,52.179505196604005,51.713040765935,51.911536268347,4759042.0
2015-05-21,104.87,105.2,104.24,104.4,2721609.0,0.0,1.0,52.040558344915,52.204317134405,51.727927928616,51.807326129581,5443218.0
2015-05-22,105.21,105.22,104.04,104.43,2616906.0,0.0,1.0,52.209279521965996,52.214241909525995,51.628680177410004,51.822213292262,5233812.0
2015-05-26,104.43,104.75,103.18,103.42,2834195.0,0.0,1.0,51.822213292262,51.981009694192,51.201914847223996,51.321012148670995,5668390.0
2015-05-27,103.48,103.92,102.31,102.84,4084323.0,0.0,1.0,51.350786474033,51.569131526686,50.770187129476994,51.033193670173,8168646.0
2015-05-28,102.23,102.95,101.51,102.3,2784526.0,0.0,1.0,50.730488028995,51.087779933337,50.373196124653,50.765224741917,5569052.0
2015-05-29,102.3,102.38,101.04,101.67,2764865.0,0.0,1.0,50.765224741917,50.804923842399,50.139963909319,50.452594325618,5529730.0
